Responder Type,Year,Survey Responder,Survey question,Response option,Percent,N
Industry,2023,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,96%,830
Industry,2023,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,92%,754
Industry,2023,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,93%,1053
Industry,2023,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,91%,1125
Industry,2023,Retail,Share that experienced a financial challenge,Experienced a financial challenge,98%,693
Industry,2016,Business support and consumer services,Share with outstanding debt,Have outstanding debt,73%,1054
Industry,2016,Finance and insurance,Share with outstanding debt,Have outstanding debt,52%,217
Industry,2016,Healthcare and education,Share with outstanding debt,Have outstanding debt,70%,573
Industry,2016,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,76%,605
Industry,2016,Manufacturing,Share with outstanding debt,Have outstanding debt,75%,1203
Industry,2016,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,72%,2116
Industry,2016,Professional services and real estate,Share with outstanding debt,Have outstanding debt,59%,2678
Industry,2016,Retail,Share with outstanding debt,Have outstanding debt,76%,877
Industry,2017,Business support and consumer services,Share with outstanding debt,Have outstanding debt,69%,985
Industry,2017,Finance and insurance,Share with outstanding debt,Have outstanding debt,53%,299
Industry,2017,Healthcare and education,Share with outstanding debt,Have outstanding debt,66%,665
Industry,2017,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,77%,541
Industry,2017,Manufacturing,Share with outstanding debt,Have outstanding debt,71%,1299
Industry,2017,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,70%,1574
Industry,2017,Professional services and real estate,Share with outstanding debt,Have outstanding debt,56%,1862
Industry,2017,Retail,Share with outstanding debt,Have outstanding debt,77%,733
Industry,2018,Business support and consumer services,Share with outstanding debt,Have outstanding debt,73%,861
Industry,2018,Finance and insurance,Share with outstanding debt,Have outstanding debt,49%,144
Industry,2018,Healthcare and education,Share with outstanding debt,Have outstanding debt,70%,564
Industry,2018,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,80%,538
Industry,2018,Manufacturing,Share with outstanding debt,Have outstanding debt,74%,986
Industry,2018,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,75%,1272
Industry,2018,Professional services and real estate,Share with outstanding debt,Have outstanding debt,61%,1367
Industry,2018,Retail,Share with outstanding debt,Have outstanding debt,74%,719
Industry,2019,Business support and consumer services,Share with outstanding debt,Have outstanding debt,73%,697
Industry,2019,Finance and insurance,Share with outstanding debt,Have outstanding debt,56%,128
Industry,2019,Healthcare and education,Share with outstanding debt,Have outstanding debt,70%,451
Industry,2019,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,81%,462
Industry,2019,Manufacturing,Share with outstanding debt,Have outstanding debt,77%,664
Industry,2019,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,74%,980
Industry,2019,Professional services and real estate,Share with outstanding debt,Have outstanding debt,64%,1123
Industry,2019,Retail,Share with outstanding debt,Have outstanding debt,73%,558
Industry,2020,Business support and consumer services,Share with outstanding debt,Have outstanding debt,80%,1422
Industry,2020,Finance and insurance,Share with outstanding debt,Have outstanding debt,67%,160
Industry,2020,Healthcare and education,Share with outstanding debt,Have outstanding debt,80%,1015
Industry,2020,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,88%,1366
Industry,2020,Manufacturing,Share with outstanding debt,Have outstanding debt,84%,1008
Industry,2020,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,83%,1581
Industry,2020,Professional services and real estate,Share with outstanding debt,Have outstanding debt,72%,1881
Industry,2020,Retail,Share with outstanding debt,Have outstanding debt,81%,1010
Industry,2021,Business support and consumer services,Share with outstanding debt,Have outstanding debt,76%,1604
Industry,2021,Finance and insurance,Share with outstanding debt,Have outstanding debt,56%,165
Industry,2021,Healthcare and education,Share with outstanding debt,Have outstanding debt,72%,1420
Industry,2021,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,82%,1740
Industry,2021,Manufacturing,Share with outstanding debt,Have outstanding debt,81%,1087
Industry,2021,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,78%,1665
Industry,2021,Professional services and real estate,Share with outstanding debt,Have outstanding debt,68%,1811
Industry,2021,Retail,Share with outstanding debt,Have outstanding debt,78%,1187
Industry,2022,Business support and consumer services,Share with outstanding debt,Have outstanding debt,73%,1052
Industry,2022,Finance and insurance,Share with outstanding debt,Have outstanding debt,54%,122
Industry,2022,Healthcare and education,Share with outstanding debt,Have outstanding debt,73%,1098
Industry,2022,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,84%,1168
Industry,2022,Manufacturing,Share with outstanding debt,Have outstanding debt,76%,874
Industry,2022,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,74%,1216
Industry,2022,Professional services and real estate,Share with outstanding debt,Have outstanding debt,62%,1308
Industry,2022,Retail,Share with outstanding debt,Have outstanding debt,80%,870
Industry,2023,Business support and consumer services,Share with outstanding debt,Have outstanding debt,77%,822
Industry,2023,Finance and insurance,Share with outstanding debt,Have outstanding debt,47%,95
Industry,2023,Healthcare and education,Share with outstanding debt,Have outstanding debt,72%,722
Industry,2023,Leisure and hospitality,Share with outstanding debt,Have outstanding debt,83%,821
Industry,2023,Manufacturing,Share with outstanding debt,Have outstanding debt,74%,747
Industry,2023,Non-manufacturing goods production & associated services,Share with outstanding debt,Have outstanding debt,75%,1040
Industry,2023,Professional services and real estate,Share with outstanding debt,Have outstanding debt,59%,1127
Industry,2023,Retail,Share with outstanding debt,Have outstanding debt,80%,685
Geography,2016,Rural,Actions taken in response to financial challenges,Used personal funds,69%,604
Geography,2016,Urban,Actions taken in response to financial challenges,Used personal funds,76%,3364
Geography,2017,Rural,Actions taken in response to financial challenges,Used personal funds,63%,887
Geography,2017,Urban,Actions taken in response to financial challenges,Used personal funds,68%,4069
Geography,2018,Rural,Actions taken in response to financial challenges,Used personal funds,61%,736
Geography,2018,Urban,Actions taken in response to financial challenges,Used personal funds,68%,3331
Geography,2020,Rural,Actions taken in response to financial challenges,Used personal funds,62%,870
Geography,2020,Urban,Actions taken in response to financial challenges,Used personal funds,63%,7027
Geography,2021,Rural,Actions taken in response to financial challenges,Used personal funds,61%,1270
Geography,2021,Urban,Actions taken in response to financial challenges,Used personal funds,61%,8267
Geography,2022,Rural,Actions taken in response to financial challenges,Used personal funds,54%,929
Geography,2022,Urban,Actions taken in response to financial challenges,Used personal funds,53%,6564
Geography,2023,Rural,Actions taken in response to financial challenges,Used personal funds,59%,762
Geography,2023,Urban,Actions taken in response to financial challenges,Used personal funds,52%,5015
Geography,2016,Rural,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",37%,1531
Geography,2016,Urban,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",38%,8337
